texto,tipo
"""Fue un día de tristezas; hay que salir adelante"": AMLO sobre inundaciones en Tula y el sismo",6
La CFE reporta 1. 6 millones de usuarios sin electricidad por el sismo,0
Oaxaca sin daños tras sismo de magnitud 7. 1,6
Juego de ojos | Miguel Ángel Sánchez de Armas | Realeza,0
Siete lesionados en accidente automovilístico en Cintalapa,0
"Andra amenaza con presentar ""demande"" vs negocio que le hizo piñata ""compañere""",0
"Por el delito de abuso de autoridad y coalición de servidores públicos, vinculan a proceso a integrante del sindicato del sector salud: FGEO",0
"Aprehende Fiscalía General a segundo probable responsable del triple homicidio en bar 'La Parranda', en Juchitán de Zaragoza",0
"Por el delito de violencia familiar, Fiscalía General aprehende a probable responsable y lo presenta ante Juez",0
"Por el homicidio del ex síndico municipal de San Agustín Loxicha, aprehende FGEO y lleva a audiencia a probable responsable",0
Exhortan los SSO a la población a evitar accidentes por pirotecnia,0
"Obtiene FGEO auto de vinculación a proceso contra probable extorsionador; hechos suscitados en 2020, en Oaxaca de Juárez",0
"Logra FGEO aprehender y presentar ante Juez a sujeto imputado por homicidio e inhumación clandestina, cometidos en la región del Istmo",0
"Logra FGEO extradición a Oaxaca de masculino aprehendido en California por homicidio cometido en 2011, en la Mixteca",0
Tras 12 años prófugo logran encarcelarlo por homicidio,0
"Logramos vinculación a proceso de probable responsable de abuso sexual contra una mujer, cometido en Santa Lucía del Camino",0
Logra FGEO vincular a proceso a probable responsable de homicidio y lesiones cometidos en Tehuantepec,0
"Muerte de comunicador en la región de la Mixteca, no fue homicidio: FGEO",0
Vinculado a proceso sujeto probable responsable del delito de abuso sexual cometido en autobús comercial: FGEO,0
"Por el delito de homicidio, logramos vincular a proceso a probable responsable; hechos suscitados en Santa Cruz Xoxocotlán",0
"Abre Fiscalía General investigación por doble homicidio, suscitado en la región de la Costa",0
"A prisión probable responsable de tentativa de homicidio y lesiones, en la región de la Cuenca: FGEO",0
"FGEO logra vinculación a proceso de 'El Pancho', probable responsable de homicidio cometido en el Istmo",0
"Por el delito de violencia familiar cometido en Santa Cruz Xoxocotlán, logramos vincular a proceso a probable responsable",0
"Por el delito de violencia familiar, logramos vincular a proceso a masculino que agredió físicamente a su concubina, en la región de Valles Centrales",0
"Fiscalía General ejecuta orden de aprehensión contra probable implicado en homicidio de médico, cometido en la agencia de Pueblo Nuevo",0
"Fiscalía General inicia carpeta de investigación por homicidio de mujer trans, en Oaxaca de Juárez",0
"Logra FGEO vincular a proceso a líder de organización de transportistas, probable responsable de homicidio cometido en Valles Centrales",0
"Aprehenden y vinculan a proceso a probable responsable de doble homicidio en sector Cajonos, Sierra Norte",0
"Eficacia y resultados en la labor de la FGEO; en sólo diez días, logra cuatro fallos condenatorios por homicidios, en la Costa",0
"Por el delito de violencia familiar, logramos enviar a prisión y vincular a proceso a un masculino; hechos suscitados en Huautla de Jiménez",0
Obtiene FGEO fallo condenatorio contra responsable de homicidio; hechos suscitados en la región de la Cuenca,0
Obtiene FGEO auto de vinculación a proceso contra segundo probable responsable del delito de homicidio; hecho suscitado en la Agencia de Candiani,0
Logra Fiscalía General sentencia condenatoria de 15 años de prisión contra dos responsables de despojo cometido en la región de la Costa,0
"Aprehende Fiscalía General probable responsable del triple homicidio cometido en el bar 'La Parranda', en Juchitán de Zaragoza",0
"Investiga FGEO multihomicidio ocurrido en Santo Domingo Petapa, en la región del Istmo de Tehuantepec",0
"Aprehende FGEO y lleva a audiencia a ex munícipe de Ayotzintepec, acusado de homicidio",0
Aprehende Fiscalía General y lleva ante juez a probables responsables de homicidio cometido en hotel del centro de la Ciudad de Oaxaca,0
"La Fiscalía General logra vincular a proceso a probable implicado en homicidio de excandidata, fotoperiodista y exescolta, ocurrido en Juchitán",0
Aprehende Fiscalía General y lleva a audiencia a probable extorsionador universitario,0
"Dictan fallo condenatorio de más de cinco años de prisión contra extorsionador, en Valles Centrales: FGEO",0
"Detiene Fiscalía General a segundo probable implicado en homicidio de excandidata, fotoperiodista y exescolta, en Juchitán",0
"Inicia Fiscalía General investigación exhaustiva por multihomicidio registrado en la zona de La Venta, en la región del Istmo",0
"Investiga Fiscalía General triple homicidio cometido en San Marcial Ozolotepec, Distrito de Miahuatlán",0
"Investiga FGEO el homicidio de cuatro personas, ocurrido en la región del Istmo",0
"Fiscalía General del Estado de Oaxaca aprehende y lleva a audiencia a probable responsable de homicidio de un joven, ocurrido en Santa Cruz Xoxocotlán",0
"Dictan formal prisión a sujeto por el delito de homicidio, hecho cometido en 2009, en el distrito de Juquila: FGEO",0
"Sismo de magnitud preliminar 4. 9 se registra al sur de Tlacolula, Oaxaca",0
"Por el delito de abuso sexual infantil, obtuvimos auto de vinculación a proceso contra masculino; hechos suscitados en la región Costa",0
"En prisión y vinculado a proceso, probable responsable de homicidio y lesiones; delitos cometidos en la región de la Costa",0
Mueve a Oaxaca sismo de 4. 8 en el día de la Independencia,6
"Por el delito de abuso sexual, obtuvimos sentencia condenatoria contra masculino; hechos suscitados en Oaxaca de Juárez",0
"Por el delito de abuso sexual infantil, aprehendimos y presentamos ante Juez a probable responsable: FGEO",0
"Sin daños por sismo magnitud 4. 8 con epicentro en Ocotlán de Morelos, Oaxaca",6
"A prisión y vinculado a proceso presunto implicado en el homicidio de dos adultos mayores, cometido en Oaxaca de Juárez: FGEO",0
"Logramos sentencia condenatoria de 8 años de prisión contra responsable de homicidio; hechos suscitados en 2018, en San Lucas Ojitlán",0
"Por el delito de violencia familiar cometido en Oaxaca de Juárez, logramos enviar a prisión y vincular a proceso a probable responsable: FGEO",0
Habrá una exhaustiva investigación por homicidios del Presidente Municipal y Síndico Hacendario de San Felipe Jalapa de Díaz: FGEO,0
"Por el delito de violencia familiar contra una adolescente, presentamos ante juez a un masculino: FGEO",0
"Por el delito de violencia familiar contra un adolescente, obtiene FGEO vinculación a proceso contra agresor",0
"Por el delito de abuso sexual infantil, FGEO obtiene sentencia condenatoria de 7 años de prisión; hechos cometidos en Valles Centrales",0
"Logramos vincular a proceso a probable partícipe de homicidio, cometido en Santa Lucía del Camino: Fiscalía General",0
"En colaboración con organizaciones civiles feministas, aprehendimos en Quintana Roo a implicado en el homicidio de E. R. P. , cometido en 2019 en Santa Lucía del Camino",0
"A prisión probable responsable de homicidio cometido en estacionamiento de iglesia cristiana, en Tlalixtac de Cabrera: FGEO",0
Aprehendimos y presentamos ante Juez a probable partícipe de homicidio cometido en Juchitán de Zaragoza: Fiscalía General,0
"Obtiene Fiscalía General auto de vinculación a proceso contra probable responsable de homicidio, cometido en San Pedro Pochutla",0
"Por el delito de abuso sexual infantil, aprehendimos y presentamos ante Juez a probable responsable: Fiscalía General",0
"Por el delito de abuso sexual infantil, logramos vincular a proceso a masculino; hechos suscitados en Oaxaca de Juárez: FGEO",0
Lluvia provoca inundaciones en Tlacolula,6
Diputada de Oaxaca involucrada en accidente carretero; reportan 2 muertos,0
"Por el delito de violencia familiar, obtuvimos sentencia condenatoria de 36 años de prisión; hechos suscitados en Valles Centrales: FGEO",0
Obtiene FGEO sentencia condenatoria de 47 años de prisión contra dos masculinos responsables de homicidio y robo a la empresa COMETRA,0
Responsabilizan a diputada Yarith Tannos de accidente donde una persona perdió la vida la noche de ayer.,0
"Por el delito de violación y abuso sexual contra una adolescente, aprehendimos y presentamos ante Juez a probable responsable: FGEO",0
Lluvias provocan inundaciones en 4 colonias de Huajuapan,6
"Por el delito de tentativa de homicidio, obtiene FGEO sentencia condenatoria de 20 años de prisión contra dos sujetos en la Cuenca",0
"En prisión y vinculados a proceso, tres sujetos implicados en ataque armado y homicidio, en la región de la Cuenca",0
"Por el delito de homicidio calificado, obtiene FGEO sentencia condenatoria de 35 años de prisión",0
"Por el delito de despojo, obtuvimos auto de vinculación a proceso contra dos masculinos; hechos suscitados en Oaxaca de Juárez: Fiscalía General",0
"En prisión preventiva, probable responsable de ataque armado y homicidio; hechos suscitados en Magdalena Tequisistlán",0
"Por el delito de despojo, FGEO detiene en flagrancia a 9 personas; hechos suscitados en la Ciudad de Oaxaca de Juárez",0
Muere en accidente carretero un bombero de Tlacolula,0
"Por el delito de abuso sexual infantil, logramos vincular a proceso a masculino; hechos suscitados en el Distrito de Putla: FGEO",0
"Sentencian al 'Wanda'a 33 años de prisión por homicidio contra masculino, en Pinotepa Nacional",0
"Fuerte choque automovilístico deja daños cuantiosos y un herido, en Veracruz",0
"Ante falta de ayuda de gobierno, recolectan víveres y para afectados por inundaciones en Juchitán, Oaxaca",6
"Por el delito de violencia familiar, obtuvimos auto de vinculación a proceso contra masculino; hechos cometidos en la región de la Costa",0
Detienen a rapero 'Millonario'de Cartel de Santa por homicidio calificado,0
FGEO aprehende en Puebla a probables responsables de multihomicidio cometido en Oaxaca; ya están vinculados a proceso,0
"A prisión probable responsable de homicidio cometido en la agencia Vicente Guerrero, en Valles Centrales: FGEO",0
"A prisión y vinculado a proceso Presidente Municipal de San Marcial Ozolotepec, señalado por homicidios: FGEO",0
Obtiene FGEO fallo condenatorio contra responsable de doble homicidio; hechos suscitados en la región del Istmo,0
Aprehende Fiscalía General a masculino por homicidio y tentativa de homicidio cometidos en el Istmo,0
"En prisión y vinculada a proceso, probable extorsionadora; hecho cometido en Valles Centrales: FGEO",0
"FGEO detiene en flagrancia y presenta ante Juez a probable extorsionadora, hecho cometido en Valles Centrales",0
En casos de homicidios continuaremos aprehendiendo a más responsables: Fiscal General,0
"Por el delito de abuso sexual contra una adolescente, aprehendimos y presentamos ante Juez a probable responsable: FGEO",0
Quedan prensados tras accidente registrado en la autopista Córdoba – Veracruz,0
"En colaboración con la CONASE, aprehendimos en la CDMX a otro implicado en el homicidio de L. W. P. , ocurrido en el Fraccionamiento 'Punta Vizcaya'",0
"Por el delito de violencia familiar, logramos vincular a proceso a masculino; hechos cometidos en la región de la Costa",0
Extorsionadores sentenciados con pena de más de cinco años de prisión: FGEO,0
COMUNICADO-Aprehendimos y presentamos ante Juez a probables autores materiales del homicidio de dos mujeres; una de ellas familiar de periodista oaxaqueño: Fiscalía General,0
"A prisión y vinculado a proceso probable responsable de triple homicidio, en Putla Villa de Guerrero",0
"En prisión y vinculados a proceso otros dos probables implicados en homicidio de activista social, cometido en San Baltazar Loxicha: FGEO",0
Por haitianos declaran 'emergencia'en Casa del Migrante de SLP,0
Juchitán entre los diez municipios con Declaratoria de Emergencia emitida por el Gobierno federal: Emilio Montero,0
Compromete Fiscalía General exhaustiva investigación por el homicidio del Presidente Municipal de Chahuites,0
"En el Istmo, aprehendimos a otro integrante de célula criminal por el delito de homicidio: Fiscalía General",0
Habitantes de Playa San Vicente desfogan inundaciones,6
Logramos aprehender y presentar ante Juez a probable extorsionador: Fiscalía General,0
"Logramos aprehender a masculino por el delito de trata de personas; obligaría a adolescente a ejercer la prostitución, en Istmo: FGEO",0
"Enviamos a prisión y logramos vincular a proceso a cuatro sujetos implicados en homicidio de tres jóvenes, en Pinotepa Nacional: FGEO",0
"Emite Federación Declaratoria de Emergencia para 10 municipios del Istmo de Oaxaca, tras inundaciones",6
"En prisión preventiva masculino que lesionó con disparo de arma de fuego a una mujer, en Ánimas Trujano: Fiscalía General",0
Juego de ojos | Miguel Ángel Sánchez de Armas | Avándaro,0
"Por el delito de trata de personas, detuvimos a mujer que probablemente obligaba a su hija a prostituirse: Fiscalía General",0
En casos de abuso sexual infantil no habrá impunidad y continuaremos aprehendiendo a más responsables: RVM,0
"A prisión y vinculados a proceso tres masculinos por el delito de narcomenudeo, en la ciudad de Oaxaca de Juárez: FGEO",0
ONU: estamos al borde del abismo; el mundo nunca ha estado más amenazado,0
En prisión preventiva probables extorsionadores detenidos en flagrancia por la Fiscalía General,0
"Por el delito de fraude, logramos que se impusiera sentencia de 210 años de cárcel a ex presidente de caja de ahorro de Pochutla: FGEO",0
Fiscalía General captura y lleva a audiencia a probable autor material de homicidio de una joven a quien prendieron fuego,0
"Segundo accidente en la carretera de Banderillas, ahora un tráiler volcó",0
"A prisión y vinculado a proceso masculino aprehendido en Baja California por el delito de homicidio, cometido en la Costa",0
"Debe respetarse posesión de tierra de comuneros afectados de Ayutla Mixe, dice la Procuraduría Agraria",0
Otro accidente fatal en el Istmo deja un taxista muerto,0
"Por el delito de abuso sexual infantil, logramos vincular a proceso a masculino; hechos suscitados en región de la Costa: Fiscalía General",0
"Por el delito de violencia familiar, logramos vincular a proceso a masculino que agredió físicamente a mujer en Huautla de Jiménez",0
"Sujeto acusado por trata de personas contra dos mujeres, a prisión y vinculado a proceso: Fiscalía General",0
"Por el delito de homicidio, FGEO aprehende y logra vincular a proceso a masculino; hechos suscitados en la Mixteca",0
"Por el delito de trata de personas contra dos mujeres, llevamos a audiencia a probable responsable: Fiscalía General",0
"Por el delito de abuso sexual contra una niña, obtuvimos auto de vinculación a proceso contra masculino",0
Vinculan a proceso a profesor acusado como probable responsable de abuso sexual infantil: Fiscalía General,0
Logra Fiscalía General vincular a proceso a masculino acusado por tentativa de homicidio,0
"Por el delito de trata de personas, logra Fiscalía General auto de formal prisión contra masculino; hechos suscitados en Oaxaca de Juárez",0
"Aprehende Fiscalía General y lleva a audiencia a probable responsable de homicidio, cometido en Ciudad Ixtepec",0
"A prisión y vinculado a proceso probable extorsionador, en Oaxaca de Juárez",0
Entrega DIF Oaxaca ambulancia al ayuntamiento de Santiago Texcalcingo,0
"A prisión y vinculados a proceso dos masculinos por el delito de homicidio cometido en Pinotepa Nacional, región de la Costa",0
"A prisión y vinculado a proceso segundo probable responsable de doble homicidio, cometido en Santa María Atzompa: Fiscalía General",0
Fiscalía General aprehende en el Estado de México a probable responsable de homicidio cometido en la Cuenca,0
"Aprehende Fiscalía General y lleva ante Juez a 'El Tyson'; probable responsable de doble homicidio, cometido en Valles Centrales",0
"Desarticula Fiscalía General a banda dedicada al robo de cajeros automáticos, comercios, casas-habitación y narcomenudeo en el Istmo",0
A prisión preventiva mujer aprehendida por la Fiscalía General por violencia familiar y lesiones contra niña de 11 años,0
"Tras ser llevado a audiencia, FGEO imputa homicidio a policía municipal de Acatlán de Pérez Figueroa, quien ha quedado en prisión preventiva provisional",0
"Por el delito de abuso sexual infantil, logramos vincular a proceso a masculino; hechos suscitados en la región de la Costa: Fiscalía General",0
Aprehende Fiscalía General y lleva ante Juez a masculino que intentó extorsionar a edil de un municipio de la región de la Cuenca,0
A prisión y vinculado a proceso masculino que intentó extorsionar a edil de un municipio de la región de la Cuenca,0
A prisión y vinculado a proceso sujeto que intentaba extorsionar a víctima amenazándola con publicar fotografías íntimas: Fiscalía General,0
"Fiscalía General logra vincular a proceso a mujer que probablemente participó en homicidio de dos adultos mayores, en Oaxaca de Juárez",0
"Fiscalía General efectúa diligente y exhaustiva investigación por feminicidio de adolescente y homicidio de bebé, cometido en Ejutla de Crespo",0
"Aprehende Fiscalía General y lleva ante Juez a mujer que probablemente participó en el homicidio de dos adultos mayores, en Oaxaca de Juárez",0
Ejecuta Fiscalía General orden de aprehensión contra dos probables extorsionadores que operaban en la UABJO,0
"Por el delito de fraude, Fiscalía General envía a prisión y vincula a proceso a una mujer, en Valles Centrales",0
Fiscalía General logra vincular a proceso y poner en prisión a ex policía municipal de San Pablo Huitzo por homicidio de joven,0
"Logra Fiscalía General auto de formal prisión contra ex líder transportista, ahora por el delito de homicidio cometido en Valles Centrales",0
"Fiscalía General aprehende y lleva ante Juez a ex policía municipal involucrado en homicidio de joven, en San Pablo Huitzo",0
Vinculan a proceso a 2 por violencia familiar en Valles Centrales,0
FGEO aprehende a dos probables extorsionadores de comerciantes de la Central de Abasto,0
Fiscalía General logra vincular a proceso y poner en prisión a ex policía municipal de Acatlán de Pérez Figueroa por homicidio de adolescente,0
Inicia Fiscalía General investigación tras amenazas contra Consorcio para el Diálogo Parlamentario y la Equidad Oaxaca y dicta medidas de protección en favor de sus integrantes,0
"Inicia Fiscalía General diligente y exhaustiva investigación por homicidio de mujer, en la región de la Costa",0
"A prisión y vinculado a proceso, probable responsable de homicidio de ex agente municipal de San Isidro Catano, Etla",0
"Continúa Fiscalía General investigación por homicidio de joven, ocurrido en jurisdicción de San Pablo Huitzo, Etla",0
Realiza FGEO investigación exhaustiva para establecer responsabilidades en el homicidio de adolescente en Acatlán de Pérez Figueroa,0
"Por el delito de trata de personas, detuvimos a sujeto que probablemente obligaba a su concubina a prostituirse: Fiscalía General",0
"Obtiene FGEO fallo condenatorio contra responsable de doble homicidio, cometido en el bar 'La Terraza', Puerto Escondido",0
Oaxaca registra 90 decesos por accidentes viales en 2021,0
"Detiene FGEO a sujeto que probablemente extorsionaba a víctima para no publicar vídeos personales, a través de redes sociales",0
Detiene Fiscalía General a hermanos líderes transportistas y a otros tres sujetos por portación de armas de fuego y droga,0
"Logramos vincular a proceso a maestro por probable abuso sexual contra estudiante del COBAO; contra abusadores, todo el peso de la Ley: RVM",0
"Aprehende Fiscalía General y lleva a audiencia a maestro por probable abuso sexual contra estudiante del COBAO, en Valles Centrales",0
"Fiscalía General y Unidad de Inteligencia Financiera, anuncian congelamiento de cuentas bancarias de Juan Antonio V. C.",0
"Obtiene FGEO sentencia de 60 años de prisión contra responsable de doble homicidio, cometido en el bar 'La Terraza', Puerto Escondido",0
Detienen a integrantes de la CTM por intento de homicidio,0
"Por hechos suscitados en Santiago Astata, FGEO aprehende y lleva a audiencia a dos masculinos por tentativa de homicidio",0
Ganaderos del istmo utilizarán una aplicación telefónica para reportar el robo de ganado.,0
Aprehenden a dos hombres por homicidio de escolta del ex candidato de Las Choapas,0
"Obtiene Fiscalía General sentencia condenatoria de 70 años contra responsable de doble homicidio, en la región del Istmo.",0
Logra FGEO otra sentencia condenatoria por tentativa de homicidio contra mujer,0
Mortal accidente deja un saldo de 3 muertos y 5 heridos ocurrido esta tarde,0
"Cumplimenta Fiscalía General orden de aprehensión contra probable responsable de doble homicidio, en Acatlán de Pérez Figueroa",0
"Sentencia condenatoria contra 'El ratón', por el delito de homicidio calificado, en Oaxaca de Juárez: FGEO",0
Se pierden cultivos por inundaciones severas en Oaxaca,6
"Habrá una exhaustiva investigación por homicidios de dos niñas y una mujer, en Santiago Ixtayutla, región de la Costa: Fiscal General",0
Investiga Fiscalía General homicidio de mujer cometido en Juchitán de Zaragoza,0
Aprehenden a 3 por homicidio de líder sindical,0
"Resultado de necropsia dictamina que la causa de muerte de joven mujer hallada en Puerto Escondido, fue ahogamiento por broncoaspiración de alimentos: FGEO",0
"Por el delito de homicidio calificado, logra Fiscalía General sentencia de 35 años de prisión contra responsable, en la región del Istmo",0
"Aprehende FGEO y lleva a audiencia a probables responsables del homicidio y lesiones de dos mujeres, en la zona Loxicha",0
Fiscalía General inicia investigación por homicidio del Director del plantel 83 del IEBO,0
Obtiene FGEO vinculación a proceso de uno de los probables responsables del multihomicidio en Trinidad de Viguera,0
Abre Fiscalía General investigación por homicidio de profesor jubilado y fundador de radio comunitaria en la región Loxicha,0
Fiscalía General aprehende y lleva ante juez a uno de los probables responsables del multihomicidio en Trinidad de Viguera,0
"Investiga FGEO los homicidios de agentes de la Policía Vial, en la zona de Juxtlahuaca",0
"Fiscalía General presentó datos de prueba suficientes y Juez vinculó a proceso a probable responsable del homicidio de adolescente, ocurrido en enfrentamiento en la Central de Abasto",0
"Logra FGEO aprehensión de probable partícipe en el homicidio de adolescente de 15 años, en la Central de Abasto",0
Vinculan a proceso a probable responsable de homicidio cometido en los Chimalapas: Fiscalía General,0
Obtiene Fiscalía General fallo condenatorio contra responsable de doble homicidio,0
"Aprehende Fiscalía General y presenta ante Juez a probable partícipe en homicidio de mujer, en Santa Cruz Xoxocotlán",0
Vinculado a proceso otro probable implicado en el homicidio de exedil de Tlaxiaco: Fiscalía General,0
Fiscalía General realiza cateos para cumplimentar orden de aprehensión contra probable partícipe en el homicidio del exmunícipe de Tlaxiaco,0
Aprehende Fiscalía General a otro probable partícipe en el homicidio del ex edil de Tlaxiaco,0
Investiga Fiscalía General la probable comisión de delitos electorales,0
LOGRA FISCALÍA GENERAL SENTENCIA CONDENATORIA CONTRA COLOMBIANO POR HOMICIDIO,0
OBTIENE FISCALÍA GENERAL SENTENCIA CONDENATORIA POR EL DELITO DE HOMICIDIO CALIFICADO CON VENTAJA,0
"LOGRA FISCALÍA GENERAL VINCULAR A PROCESO A SUJETO ACUSADO DE HOMICIDIO, DETENIDO EN TLAXCALA",0
Fiscalía General ejecuta orden de aprehensión contra tres probables responsables de homicidio de líder sindical,0
Logra Fiscalía General detener y vincular a proceso por el delito de homicidio con la agravante de responsabilidad médica,0
Ejecuta Fiscalía General orden de reaprehensión por el delito de homicidio calificado,0
Inundaciones y daños materiales en Oaxaca por onda tropical No. 27,0
Ejecuta Fiscalía General orden de aprehensión por el delito de homicidio contra una mujer,0
Informa Fiscalía General sobre homicidio de empresario,0
"En la Cuenca, obtiene Fiscalía General vinculación a proceso por el delito de homicidio",0
"FGEO ejecuta orden de aprehensión contra probable responsable de violación y abuso sexual contra dos menores de edad, cometido en el Istmo",0
Informa Fiscalía General sobre accidente aéreo en Jamiltepec,0
"En la Cuenca, logra Fiscalía General sentencia condenatoria por el delito de homicidio",0
Fiscalía de Oaxaca investiga probable responsabilidad de tres detenidos en homicidio de autoridades municipales de San Martín Peras,0
"Ejecuta Fiscalía General otra orden de aprehensión contra M. A. S. C. y M. A. M. M. , por el delito de homicidio calificado",0
Sostiene Fiscalía General imputación por abuso de autoridad contra Policías Estatales por hechos en Tuxtepec,0
"Logra Fiscalía General sentencia condenatoria por los delitos de violación, violencia familiar y maltrato animal",0
"En menos de 24 horas se registraron sismos en 12 estados de México, fenómeno pocas veces visto",0
Logra Fiscalía General sentencia condenatoria de 15 años por el delito de despojo agravado en caso Chimalapas,0
"[VIDEO] Después de accidente, CFE continúa sin rehabilitar poste de luz; vecinos caminan entre cables y en evidente riesgo",0
Ejecuta Fiscalía General otra orden de aprehensión por el delito de homicidio,0
Logra Fiscalía General sentencia de 15 años de prisión por el delito de homicidio,0
Obtiene Fiscalía General sentencia condenatoria de 210 años de prisión por los delitos de homicidio y tentativa de homicidio,0
Logra Fiscalía General sentencia condenatoria por el delito de homicidio en Puerto Escondido,0
"Ecatepec, bajo el agua: fallecen al menos dos personas por inundaciones",6
Muere una persona por choque en el libramiento de Ocotlán de Morelos,0
Logra Fiscalía General 3 sentencias condenatorias de 34 años de prisión por los delitos de homicidio y lesiones calificadas,0
Registra Oaxaca 9 casos de trata de personas,0
Ejecuta Fiscalía General orden de aprehensión en Pinotepa por el delito de abuso sexual agravado,0
"Informa Fiscalía General que investiga robo, daños y posible abuso de autoridad en Tuxtepec",0
Logra Fiscalía General sentencia condenatoria por el delito de homicidio en la Costa,0
OAXACA: aparatoso accidente en carretera federal,0
Confían en recuperación económica tras inundaciones en Querétaro,6
Policia municipal detiene en Juchitán a sujeto por portación de arma de fuego.,0
Ejecuta Fiscalía orden de aprehensión por los delitos de abuso sexual y violación,0
"Por homicidio y lesiones en Nochixtlán, detienen a exjefes policiales",0
Realiza Fiscalía Panel en el marco del 'Día Mundial Contra la Trata de Personas',0
Logra Fiscalía vinculación a proceso por el delito de homicidio,0
Ejecuta Fiscalía orden de aprehensión por el delito de abuso sexual,0
"Hasta las 10 de la noche, 73 réplicas del sismo en Guerrero",6
Obtienen condena contra 2 por violación y violencia familiar,0
Procesan a imputado por violencia familiar en contra de su madre,0
Reportan tres heridos tras fuerte volcadura de tráiler registrada en libramiento Xalapa-Perote,0
"Reconoce Fiscal General, elección de Fiscales de Delitos Electorales y de Combate a la Corrupción, por el Congreso del Estado",0
"Lo asesinan con múltiples disparos de armas de asalto, en Tuxpan",0
Pishing: qué es y cómo protegerte del fraude en interne,0
Basura propicia encharcamiento en la calle Manuel Ruiz,0
